Known As,Full Name,Overall,Value,Best Position,Nationality,Age,Club Name,Joined On
J. Grant,Josh Grant,61,400000,CB,England,23,Bristol Rovers,2020
J. Romaña,Jhohan Romaña,61,675000,CB,Colombia,23,Austin FC,2021
A. Olusanya,Anthony Olusanya,61,750000,ST,Finland,22,HJK Helsinki,2021
Ruben Bover,Ruben Bover Izquierdo,61,325000,CAM,Spain,30,FC Andorra,2018
D. Salifou,Dikeni Salifou,61,800000,CDM,Togo,19,SV Werder Bremen,2022
O. Casey,Olly Casey,61,700000,CB,England,21,Forest Green Rovers,2021
E. Osadebe,Emmanuel Osadebe,61,400000,RM,Republic of Ireland,25,Bradford City,2022
Álex Rico,Álex Rico Pico,61,750000,CM,Spain,20,Málaga CF,2021
M. Foulds,Matty Foulds,61,425000,CB,England,24,Bradford City,2021
Y. Yakovenko,Yuriy Yakovenko,61,325000,ST,Ukraine,28,Hamarkameratene,2022
J. Barreto,José Barreto,61,750000,ST,Argentina,22,Patronato,2019
A. Singh,Amrinder Singh,61,275000,GK,India,29,Odisha FC,2022
L. Egloff,Lilian Egloff,61,850000,CAM,Germany,19,VfB Stuttgart,2019
V. Garofalo,Vincenzo Garofalo,61,675000,CAM,Italy,22,Brescia,2022
D. Rivas,Daniel Rivas,61,675000,LB,Paraguay,20,Club Cerro Porteño,2019
J. Affamah,Joe-Loïc Affamah,61,800000,ST,France,20,FC Nantes,2022
N. Karić,Nermin Karić,61,475000,CM,Sweden,22,Benevento,2022
M. Gallegos,Matías Gallegos,61,450000,ST,Argentina,25,Unión de Santa Fe,2020
U. Bertelli,Ugo Bertelli,61,750000,CM,France,18,Olympique de Marseille,2020
S. Mischitz,Samuel Mischitz,61,725000,RWB,Austria,18,SC Rheindorf Altach,2021
D. Lafferty,Daniel Lafferty,61,170000,LWB,Northern Ireland,33,Derry City,2020
T. Silva,Tomás Silva,61,750000,LB,Argentina,19,San Lorenzo de Almagro,2022
Zhang Jiaqi,Jiaqi Zhang,61,275000,CDM,China PR,30,Zhejiang Professional FC,2022
C. Tucaliuc,Cosmin Tucaliuc,61,525000,LM,Romania,22,Petrolul Ploiești,2022
T. Tamas,Thibault Tamas,61,775000,LB,France,21,Montpellier Hérault SC,2019
D. Isac,Damian Isac,61,725000,CAM,Romania,21,AFC UTA Arad,2018
S. Hart,Sam Hart,61,350000,LB,England,25,Sutton United,2022
S. Robertson,Scott Robertson,61,775000,CAM,Scotland,20,Celtic,2018
S. Abdulai,Sabit Abdulai,61,675000,CDM,Ghana,23,SD Ponferradina,2021
M. Kenlock,Myles Kenlock,61,350000,CB,England,25,Barrow,2022
J. Waite,James Waite,61,500000,CAM,Wales,23,Newport County,2022
C. Shields,Connor Shields,61,475000,RM,Scotland,24,Motherwell,2021
H. Hevel,Hector Hevel,61,425000,CAM,Netherlands,26,FC Andorra,2020
N. Naujoks,Noah Naujoks,61,800000,ST,Netherlands,20,Feyenoord,2020
J. Nelson,John Nelson,61,475000,LB,United States,23,FC Cincinnati,2022
B. Palacios,Brahian Palacios,61,775000,CAM,Colombia,19,Atlético Nacional,2022
P. Ayala,Pablo Ayala,61,375000,CAM,Paraguay,27,Guaireña FC,2022
A. Kajević,Asmir Kajević,61,250000,CM,Montenegro,32,Wuhan FC,2022
D. Steininger,Daniel Steininger,61,350000,ST,Germany,27,SpVgg Bayreuth,2021
Y. Maart,Yusuf Maart,61,375000,CAM,South Africa,26,Kaizer Chiefs,2022
J. Tånnander,Jakob Tånnander,61,700000,GK,Sweden,21,HJK Helsinki,2020
L. Sulzbacher,Lukas Sulzbacher,61,700000,RB,Austria,22,WSG Tirol,2022
E. Krasniqi,Erolind Krasniqi,61,525000,CAM,Kosovo,22,Rot-Weiß Essen,2019
F. Waleed,Falah Waleed,61,675000,CDM,United Arab Emirates,23,Al Ain FC,2019
S. Mohamed,Shayr Mohamed,61,725000,CAM,Mexico,22,Arsenal de Sarandí,2022
E. Gedikli,Emrehan Gedikli,61,775000,ST,Germany,19,Trabzonspor,2022
K. Opseth,Kristian Opseth,61,275000,ST,Norway,32,Sarpsborg 08 FF,2021
J. Stroud,Jared Stroud,61,400000,RM,United States,25,Austin FC,2021
S. Cissé,Souleymane Cissé,61,325000,CM,Senegal,30,Grenoble Foot 38,2019
G. Balzi,Guillermo Balzi,61,775000,CAM,Argentina,20,Newell's Old Boys,2021
A. Lastra,Agustín Lastra,61,650000,GK,Argentina,21,Club Atlético Aldosivi,2021
Hwang Mun Ki,Mun Ki Hwang,61,475000,RM,Korea Republic,25,Gangwon FC,2021
L. Krüger,Lukas Krüger,61,750000,ST,Germany,22,FSV Zwickau,2022
M. Natta,Mark Natta,61,650000,CB,Australia,19,Newcastle Jets,2022
P. Treu,Philipp Treu,61,525000,RM,Germany,21,SC Freiburg II,2019
S. Jaurena,Sebastián Jaurena,61,525000,CAM,Argentina,22,Unión de Santa Fe,2021
G. Dahl,Gustav Dahl,61,400000,LWB,Denmark,26,Silkeborg IF,2014
R. Arnold,Remo Arnold,61,425000,CB,Switzerland,25,FC Winterthur,2020
E. Gebreyesus,Esey Gebreyesus,61,750000,RM,Switzerland,18,Olympique de Marseille,2021
I. El Maach,Issam El Maach,61,650000,GK,Morocco,22,FC Twente,2022
J. de Vries,Jack de Vries,61,800000,LW,United States,20,Venezia FC,2022
O. Acosta,Onel Acosta,61,700000,LB,Colombia,22,Deportivo Cali,2022
A. Pressley,Aaron Pressley,61,800000,ST,Scotland,20,Brentford,2020
A. Smith,Alistair Smith,61,500000,CAM,England,23,Sutton United,2021
Y. Ayari,Yasin Ayari,61,825000,CAM,Sweden,18,AIK,2020
M. Tounkara,Mamadou Tounkara,61,750000,CB,France,20,Vitória de Guimarães,2021
K. Ward,Keith Ward,61,275000,CAM,Republic of Ireland,31,Dundalk FC,2021
F. Rawson,Farrend Rawson,61,375000,CB,England,25,Morecambe,2022
M. Ehmer,Max Ehmer,61,275000,CB,Germany,30,Gillingham,2021
E. Bristow,Ethan Bristow,61,675000,LB,England,20,Tranmere Rovers,2022
R. Nartey,Richard Nartey,61,600000,CB,England,23,Salford City,2022
R. Vucic,Romeo Vucic,61,775000,ST,Austria,19,FK Austria Wien,2021
O. Beck,Owen Beck,61,825000,LWB,Wales,19,Bolton Wanderers,2020
J. Roche,Jamie Roche,61,700000,CDM,Sweden,21,IK Sirius,2020
M. Skenderović,Meris Skenderović,61,675000,ST,Montenegro,24,TSV 1860 München,2022
S. Al Hamsal,Saeed Al Hamsal,61,400000,RB,Saudi Arabia,26,Abha Club,2020
H. Muñoz,Hernán Muñoz,61,110000,GK,Chile,33,Deportivo Ñublense,2021
S. Quigley,Scott Quigley,61,325000,ST,England,29,Rochdale,2021
W. Kokolo,William Kokolo,61,700000,LWB,France,22,Burton Albion,2022
L. Dobbin,Lewis Dobbin,61,775000,ST,England,19,Derby County,2020
C. Abastoflor,Carlos Mateo Abastoflor,61,850000,RM,Bolivia,20,Club Deportivo Guabirá,2021
L. Montero,Luis Montero,61,725000,RM,Bolivia,22,Club Deportivo Guabirá,2021
S. Roux,Storm Roux,61,300000,RB,New Zealand,29,Central Coast Mariners,2021
A. Al Khatib,Abdullah Al Khatib,61,350000,CB,Saudi Arabia,27,Ettifaq FC,2019
J. Clisby,Jack Clisby,61,275000,LB,Australia,30,Perth Glory,2021
A. Kurdi,Amir Kurdi,61,275000,RB,Saudi Arabia,30,Al Wehda,2022
F. Senghor,Faustin Senghor,61,325000,CB,Senegal,28,GZT Giresunspor,2022
T. Bloxham,Tom Bloxham,61,825000,ST,England,18,Shrewsbury Town,2021
Wang Ziming,Ziming Wang,61,450000,ST,China PR,25,Beijing Guoan FC,2017
D. Gassama,Djeidi Gassama,61,825000,LW,Mauritania,18,KAS Eupen,2022
L. Bürger,Leon Bürger,61,725000,CAM,Germany,22,Sportclub Verl,2022
J. Hawkins,Jalen Hawkins,61,800000,RM,United States,21,FC Ingolstadt 04,2020
N. Sauter,Niklas Sauter,61,675000,GK,Germany,19,SC Freiburg II,2021
S. Karweina,Sinan Karweina,61,475000,ST,Germany,23,SK Austria Klagenfurt,2022
R. Hutton,Remeao Hutton,61,400000,RB,England,23,Swindon Town,2022
J. Vojtuš,Jakub Vojtuš,61,325000,ST,Slovakia,28,Rapid București,2022
D. Kruse,David Kruse,61,775000,CAM,Denmark,20,AC Horsens,2020
B. Radulović,Bojan Radulović,61,675000,ST,Serbia,22,HJK Helsinki,2022
L. Freestone,Lewis Freestone,61,700000,CB,England,22,Cheltenham Town,2020
Yang Shiyuan,Shiyuan Yang,61,325000,RB,China PR,28,Shanghai Port FC,2014
Feng Zhuoyi,Zhuoyi Feng,61,200000,CDM,China PR,33,Chengdu Rongcheng F.C.,2020
S. Tengstedt,Søren Tengstedt,61,750000,ST,Denmark,22,Silkeborg IF,2021
Park Dae Won,Dae Won Park,61,675000,CB,Korea Republic,24,Suwon Samsung Bluewings,2019
A. Bjarnason,Aron Bjarnason,61,350000,RW,Iceland,26,IK Sirius,2021
A. Pawlak,Aleksander Pawlak,61,675000,RB,Poland,20,Wisła Płock,2019
L. Günther,Lasse Günther,61,850000,ST,Germany,19,SSV Jahn Regensburg,2021
O. Pohlmann,Ole Pohlmann,61,725000,RM,Germany,21,Borussia Dortmund II,2021
J. Evan's,Jean Lambert Evan's,61,725000,LM,France,23,Pau FC,2021
M. Taylor,Max Taylor,61,700000,CB,England,22,Rochdale,2021
R. Hernández,Ricardo Hernández,61,525000,CAM,Venezuela,21,Metropolitanos de Caracas FC,2022
L. Galarza,Lucas Galarza,61,650000,GK,Paraguay,21,Club Always Ready,2022
J. von Moos,Julian von Moos,61,800000,ST,Switzerland,21,FC St. Gallen 1879,2022
Park Soo Il,Soo Il Park,61,400000,RM,Korea Republic,26,Seongnam FC,2020
A. Lewis,Adam Lewis,61,450000,LWB,England,22,Newport County,2017
B. Hvidt,Benjamin Hvidt,61,725000,CDM,Denmark,22,Aarhus GF,2016
W. Jääskeläinen,Will Jääskeläinen,61,425000,GK,Finland,23,AFC Wimbledon,2022
K. Mouanga,Kevin Mouanga,61,700000,CB,France,21,FC Annecy,2021
J. Stevens,Jordan Stevens,61,725000,RM,England,22,Barrow,2021
S. Van Dessel,Stan Van Dessel,61,725000,RM,Belgium,20,Sint-Truidense VV,2019
R. Macek,Roman Macek,61,425000,CAM,Czech Republic,25,FC Lugano,2019
M. Wolfe,Matty Wolfe,61,700000,CDM,England,22,Barnsley,2017
L. Barr,Lachlan Barr,61,325000,CB,Australia,27,Adelaide United,2021
L. Fernández,Luciano Fernández,61,750000,RB,Uruguay,20,Club Atlético Peñarol,2019
M. Mokrzycki,Michał Mokrzycki,61,675000,CDM,Poland,24,Wisła Płock,2022
J. Turner,Jake Turner,61,625000,GK,England,23,Gillingham,2022
F. Valencia,Fredy Valencia,61,675000,CB,Colombia,20,LASK Linz,2020
F. Genç,Faruk Can Genç,61,700000,LB,Turkey,22,GZT Giresunspor,2022
A. Ementa,Anosike Ementa,61,800000,ST,Denmark,20,Aalborg BK,2021
F. Gmeiner,Fabian Gmeiner,61,450000,RB,Austria,25,Austria Lustenau,2020
C. Casap,Carlo Casap,61,525000,CAM,Romania,23,FC Farul Constanța,2021
B. Aburto,Baruj Aburto,61,650000,ST,Peru,20,Sport Boys,2022
F. Tebo Uchenna,Franklin Tebo Uchenna,61,700000,CB,Nigeria,22,BK Häcken,2022
A. Smith,Adam Smith,61,220000,GK,England,29,Morecambe,2022
Imanol Baz,Imanol Baz Berganza,61,700000,CB,Spain,21,Deportivo Alavés,2019
X. Simons,Xavier Simons,61,800000,CB,England,19,Hull City,2021
R. Hepburn-Murphy,Rushian Hepburn-Murphy,61,525000,ST,England,23,Swindon Town,2022
D. Savić,Dragoljub Savić,61,725000,CAM,Serbia,21,SK Rapid Wien,2021
I. Hamache,Ilyes Hamache,61,775000,CAM,France,19,Valenciennes FC,2021
B. Maher,Brian Maher,61,650000,GK,Republic of Ireland,21,Derry City,2021
S. Sherring,Sam Sherring,61,700000,CB,England,22,Northampton Town,2022
K. Etta Eyong,Karl Edouard Etta Eyong,61,725000,CB,Cameroon,18,Cádiz CF,2022
S. Tekerci,Sinan Tekerci,61,325000,LM,Turkey,28,SV Elversberg,2018
Y. Subaşı,Yasir Subaşı,61,400000,LB,Turkey,26,İttifak Holding Konyaspor,2022
J. Lennon,Jamie Lennon,61,450000,CM,Republic of Ireland,24,St. Patrick's Athletic,2017
S. Doucouré,Siriné Doucouré,61,800000,ST,France,20,FC Lorient,2022
T. Romero,Tomás Romero,61,650000,GK,El Salvador,21,Los Angeles FC,2021
F. Herrera,Franco Herrera,61,675000,GK,Argentina,18,Newell's Old Boys,2022
A. Greive,Alex Greive,61,500000,ST,New Zealand,23,St. Mirren,2022
R. Ibarra,Rommell Ibarra,61,700000,RM,Venezuela,22,Deportivo La Guaira FC,2022
O. Erdogan,Okan Erdogan,61,675000,CB,Germany,23,İstanbulspor,2021
E. Célestine,Enzo Célestine,61,500000,ST,France,24,Campionii FC Arges,2022
M. Karbstein,Malte Karbstein,61,450000,CB,Germany,24,SV Waldhof Mannheim 07,2022
M. Sitti,Melvin Sitti,61,700000,CDM,France,22,FC Annecy,2022
B. Warland,Ben Warland,61,375000,CB,Australia,25,Adelaide United,2022
M. Bu Sanda,Mohammed Bu Sanda,61,325000,GK,United Arab Emirates,27,Al Ain FC,2013
E. Holt,Erik Holt,61,425000,CB,United States,25,Real Salt Lake,2019
N. Shamoun,Noah Shamoun,61,775000,CAM,Sweden,19,Kalmar FF,2021
R. Labonne,Ronny Labonne,61,450000,RWB,France,24,Nîmes Olympique,2022
J. Labadie,Joss Labadie,61,275000,CDM,England,31,Walsall,2021
S. Tijani,Samson Okikiola Tijani,61,750000,RWB,Nigeria,20,FC Red Bull Salzburg,2020
R. Elongo-Yombo,Rodney Elongo-Yombo,61,725000,RM,Germany,20,Borussia Dortmund II,2022
J. Fazzini,Jacopo Fazzini,61,850000,CM,Italy,19,Empoli,2020
D. Morgan,David Morgan,61,350000,CDM,Northern Ireland,27,Accrington Stanley,2021
D. Mboumbouni,Dylan Mboumbouni,61,425000,CB,Central African Republic,26,FK Jerv,2022
R. McArdle,Rory McArdle,61,90000,CB,Northern Ireland,35,Harrogate Town,2021
J. Hettwer,Julian Hettwer,61,725000,RM,Germany,19,MSV Duisburg,2020
Joseda,José David Menargues,61,675000,CDM,Spain,20,Valencia CF,2021
D. Stensson,Daniel Stensson,61,600000,CDM,Sweden,25,IK Sirius,2022
O. Finney,Oliver Finney,61,525000,CAM,England,24,Crewe Alexandra,2015
M. Pompetti,Marco Pompetti,61,725000,CAM,Italy,22,Südtirol,2017
A. Sotona,Ayodeji Sotona,61,775000,LM,Republic of Ireland,19,Kilmarnock,2020
S. Gussiås,Sivert Gussiås,61,675000,ST,Norway,22,Sandefjord Fotball,2020
R. Koczor,Raphael Koczor,61,110000,GK,Germany,33,Rot-Weiß Essen,2021
J. Lima,Jonathan Lima,61,625000,GK,Uruguay,23,Club Atlético Peñarol,2019
J. Sierra,José Luis Sierra,61,400000,ST,Chile,25,Unión Española,2022
Ó. Zambrano,Óscar Zambrano,61,725000,CM,Ecuador,18,LDU Quito,2022
Shin Hyung Min,Hyung Min Shin,61,90000,CDM,Korea Republic,35,Ulsan Hyundai FC,2021
L. Chambers,Luke Chambers,61,60000,CB,England,36,Colchester United,2021
S. Sané,Sidi Sané,61,850000,RM,Germany,19,FC Schalke 04,2022
R. Sánchez,Richard Sánchez,61,250000,GK,Mexico,28,LA Galaxy,2022
G. Mogensen,Gustav Mogensen,61,750000,ST,Denmark,21,Sarpsborg 08 FF,2022
B. Nsimba,Bruny Nsimba,61,675000,RW,Belgium,22,Royal Antwerp FC,2019
R. Schifferl,Raphael Schifferl,61,625000,CB,Austria,22,RZ Pellets Wolfsberger AC,2022
I. Gurău,Ionuț Gurău,61,625000,GK,Romania,23,FC U Craiova 1948,2022
M. Gonçalves,Michael Gonçalves,61,350000,RB,Switzerland,27,FC Winterthur,2020
M. Shabani,Meritan Shabani,61,525000,CAM,Germany,23,Grasshopper Club Zürich,2022
L. Jastremski,Lenn Jastremski,61,750000,ST,Germany,21,FC Erzgebirge Aue,2020
S. Toloza,Santiago Toloza,61,775000,CAM,Argentina,19,Club Atlético Talleres,2020
P. Ba,Pape Meissa Ba,61,475000,ST,Senegal,24,Grenoble Foot 38,2022
Dudu,Eduardo Dos Santos Haesler,61,550000,GK,Germany,23,SV Werder Bremen,2020
Benny,Bernardo Gouveia da Silva,61,775000,CDM,Portugal,21,Futebol Clube de Famalicão,2021
K. Larson,Karl Larson,61,275000,RWB,Sweden,30,IK Sirius,2012
Lee Ji Hoon,Ji Hoon Lee,61,300000,RB,Korea Republic,28,Seongnam FC,2022
J. Barinaga,Juan Pablo Barinaga,61,725000,CAM,Argentina,22,Patronato,2021
C. Lang,Christoph Lang,61,725000,CAM,Austria,20,SK Sturm Graz,2021
S. Power,Simon Power,61,425000,RM,Republic of Ireland,24,Shamrock Rovers,2022
S. Silvera,Samuel Silvera,61,800000,CAM,Australia,21,Central Coast Mariners,2022
J. Haliti,Jetmir Haliti,61,400000,RB,Sweden,25,Mjällby AIF,2021
Manu Rico,Manuel Rico Del Valle,61,775000,LM,Spain,19,SD Huesca,2021
F. Seriki,Femi Seriki,61,750000,RWB,England,20,Rochdale,2021
B. Meredith,Bryan Meredith,61,160000,GK,United States,32,Nashville SC,2022
C. Jennings,Connor Jennings,61,325000,RW,England,30,Stockport County,2020
D. Balauru,Dragoș Balauru,61,160000,GK,Romania,32,AFC UTA Arad,2020
D. Franchi,Denis Franchi,61,675000,GK,Italy,19,Burnley,2022
A. Kamardin,Aaron Kamardin,61,425000,CB,Comoros,20,Olympique de Marseille,2020
P. Silfwer,Pontus Silfwer,61,325000,CM,Sweden,30,GIF Sundsvall,2020
D. Nlundulu,Dan Nlundulu,61,675000,ST,England,23,Cheltenham Town,2016
K. Hajrizi,Kreshnik Hajrizi,61,600000,CB,Kosovo,23,FC Lugano,2021
Kim Joo Won,Joo Won Kim,61,275000,CB,Korea Republic,30,Jeju United FC,2021
A. Aidonis,Antonis Aidonis,61,700000,CB,Germany,21,VfB Stuttgart,2018
B. Viunnyk,Bogdan Viunnyk,61,875000,ST,Ukraine,20,FC Zürich,2019
M. Fuseini,Mohammed Gadafi Fuseini,61,800000,RM,Ghana,20,SK Sturm Graz,2022
M. Pepić,Mirnes Pepić,61,425000,RM,Montenegro,26,SV Meppen,2022
J. Brattberg,Johan Brattberg,61,375000,GK,Sweden,25,BK Häcken,2021
E. Guerrero,Enzo Guerrero,61,220000,CB,Chile,31,Deportivo Ñublense,2021
Park Min Gyu,Min Gyu Park,61,350000,LB,Korea Republic,26,Suwon FC,2020
Pablo Pérez,Pablo Pérez Rico,61,750000,LB,Spain,20,Sevilla FC,2019
L. Qamili,Lirim Qamili,61,500000,ST,Albania,24,AC Horsens,2020
G. Materan,Gregory Materan,61,500000,LM,Venezuela,24,Estudiantes de Mérida,2020
R. Kamber,Robin Kamber,61,425000,CM,Switzerland,26,Górnik Zabrze,2022
H. Burgoyne,Harry Burgoyne,61,325000,GK,England,25,Shrewsbury Town,2020
F. Bareiro,Francisco Bareiro,61,750000,ST,Paraguay,22,Metropolitanos de Caracas FC,2022
J. Tchamadeu,Junior Tchamadeu,61,650000,RB,England,18,Colchester United,2020
S. May,Stevie May,61,325000,ST,Scotland,29,St. Johnstone FC,2019
R. Gall,Romain Gall,61,350000,LW,United States,27,Malmö FF,2018
J. Osabutey,Jonah Osabutey,61,525000,ST,Ghana,23,KV Kortrijk,2021
J. Bowery,Jordan Bowery,61,325000,ST,England,30,Mansfield Town,2020
E. Yeboah,Emmanuel Yeboah,61,775000,RM,Ghana,19,CFR Cluj,2022
S. Bennett,Scot Bennett,61,230000,CB,England,31,Newport County,2016
J. Breum,Jakob Breum,61,825000,CAM,Denmark,18,Odense Boldklub,2020
F. Momoh,Francis Momoh,61,750000,ST,Nigeria,21,Grasshopper Club Zürich,2020
H. Adelakun,Hakeeb Adelakun,61,375000,RM,England,26,Gillingham,2021
F. Asllani,Fisnik Asllani,61,775000,ST,Germany,19,TSG Hoffenheim,2021
Cheng Yuelei,Yuelei Cheng,61,60000,GK,China PR,34,Guangzhou City,2012
J. Murphy,Joe Murphy,61,35000,GK,Republic of Ireland,40,Tranmere Rovers,2020
C. Saydee,Christian Saydee,61,725000,ST,England,20,Shrewsbury Town,2020
G. Kobylak,Gabriel Kobylak,61,700000,GK,Poland,20,Radomiak Radom,2018
Barbu,Alejandro Barbudo Lorenzo,61,625000,CB,Spain,21,CD Mirandés,2022
F. Şanlıtürk,Fatih Yiğit Şanlıtürk,61,775000,CAM,Turkey,19,Ümraniyespor,2022
Kike Salas,Enrique Jesús Salas Valiente,61,800000,CB,Spain,20,Sevilla FC,2021
K. Joseph,Kyle Joseph,61,800000,ST,Scotland,20,Oxford United,2021
E. Dueñas,Enrico Dueñas,61,725000,CAM,El Salvador,21,FC Cartagena,2022
A. Danek,Adrian Danek,61,325000,RB,Poland,27,Korona Kielce,2021
Julen Jon,Julen Jon Guerrero Landabaso,61,1000000,CAM,Spain,18,Real Madrid CF,2021
V. Hakhamaneshi,Vafa Hakhamaneshi,61,220000,CB,Iran,31,Chennaiyin FC,2022
S. Maderer,Stefan Maderer,61,450000,ST,Germany,25,SpVgg Bayreuth,2020
A. Al Bishi,Awn Al Bishi,61,675000,CB,Saudi Arabia,23,Al Taawoun,2021
C. Alexander,Cheye Alexander,61,325000,RB,England,27,Gillingham,2022
D. Martínez,Derlis Martínez,61,725000,LM,Paraguay,22,General Caballero (JLM),2020
K. Yengi,Kusini Yengi,61,475000,ST,Australia,23,Western Sydney Wanderers,2022
A. Stone,Aidan Stone,61,425000,GK,England,22,Port Vale,2021
Lee Tae Suk,Tae Suk Lee,61,750000,LWB,Korea Republic,19,FC Seoul,2021
A. Sampers,Aske Sampers,61,750000,ST,Belgium,21,KSV Cercle Brugge,2021
C. McFadzean,Callum McFadzean,61,300000,LWB,Scotland,28,Wrexham AFC,2022
T. Gomez,Tomas Gomez,61,275000,GK,United States,29,Real Salt Lake,2022
J. Olowu,Joseph Olowu,61,475000,CB,England,22,Doncaster Rovers,2021
David Argüelles,David Argüelles Álvarez,61,750000,LB,Spain,20,Real Sporting de Gijón,2020
A. Salama,Amine Salama,61,750000,ST,France,21,Angers SCO,2022
Zhang Chong,Chong Zhang,61,60000,GK,China PR,34,Dalian Professional Football Club,2013
J. Ramírez,Jeizon Ramírez,61,800000,RM,Venezuela,21,Deportivo Táchira FC,2022
M. Diongue,Maguette Diongue,61,275000,CF,France,30,SC Bastia,2019
T. Leigh,Tommy Leigh,61,725000,CM,England,22,Accrington Stanley,2021
S. Flinders,Scott Flinders,61,35000,GK,England,36,Mansfield Town,2022
Jin Yangyang,Yangyang Jin,61,275000,CB,China PR,29,Shanghai Shenhua FC,2021
V. Gembalies,Vincent Gembalies,61,625000,CB,Germany,22,MSV Duisburg,2019
L. McCarron,Liam McCarron,61,775000,LM,Scotland,21,Port Vale,2022
J. Turi,Julian Turi,61,675000,CB,Austria,20,SV Ried,2021
L. Rieß,Lasse Rieß,61,700000,GK,Germany,20,1. FSV Mainz 05,2021
R. Gaffney,Rory Gaffney,61,275000,ST,Republic of Ireland,32,Shamrock Rovers,2020
Zheng Zhiyun,Zhiyun Zheng,61,350000,LM,China PR,27,Changchun Yatai FC,2022
E. Iandolo,Ellis Iandolo,61,450000,LM,England,24,Swindon Town,2015
M. Oxley,Mark Oxley,61,170000,GK,England,31,Harrogate Town,2021
R. Ascone,Rocco Ascone,61,750000,CAM,France,18,FC Nordsjælland,2021
W. Amey,Wisdom Amey,61,850000,CB,Italy,16,Bologna,2021
D. Armstrong,Daniel Armstrong,61,475000,LM,Scotland,24,Kilmarnock,2021
H. Holgate,Harrison Holgate,61,475000,CB,England,22,Fleetwood Town,2018
Z. Swanson,Zak Swanson,61,700000,RB,England,21,Portsmouth,2022
A. Hausch,Agustin Hausch,61,850000,RW,Argentina,19,San Lorenzo de Almagro,2020
A. Mörfelt,Albin Mörfelt,61,525000,CAM,Sweden,22,Degerfors IF,2022
A. Askar,Amin Askar,61,70000,RW,Ethiopia,36,Kristiansund BK,2020
S. Grubač,Sergej Grubač,61,675000,ST,Montenegro,22,AFC Chindia Târgoviște,2022
T. Ángel,Tomás Ángel,61,850000,ST,Colombia,19,Atlético Nacional,2020
W. Asprilla,Weibmar Asprilla,61,550000,GK,Colombia,23,Independiente Medellín,2022
S. Benchamma,Samy Benchamma,61,700000,RM,France,22,Chamois Niortais Football Club,2021
N. Monzango,Nathan Monzango,61,700000,CB,Congo DR,21,Pau FC,2022
A. Konaté,Ateef Konaté,61,800000,CAM,France,21,Nottingham Forest,2020
P. König,Phillip König,61,750000,ST,Germany,22,MSV Duisburg,2022
K. Riis,Kristian Dirks Riis,61,425000,CB,Denmark,25,Lyngby BK,2021
N. Freeman,Nick Freeman,61,375000,CAM,England,26,Wycombe Wanderers,2016
I. Hutchinson,Isaac Hutchinson,61,525000,RM,England,22,Walsall,2022
Nacho Martín,Ignacio Martín Gómez,61,675000,CM,Spain,20,Real Sporting de Gijón,2021
J. Bångsbo,Johan Bångsbo,61,725000,CB,Sweden,19,IFK Göteborg,2022
J. Persson,Joel Persson,61,775000,ST,Sweden,19,Lecce,2022
J. Eastwood,Jake Eastwood,61,375000,GK,England,25,Ross County FC,2015
C. Timmins,Callum Timmins,61,675000,CM,Australia,22,Newcastle Jets,2022
D. Collander,Dennis Collander,61,800000,RWB,Sweden,20,Hammarby IF,2022
Fábio Tavares,Fábio André Tavares Desidério,61,800000,ST,Portugal,21,Coventry City,2021
P. Maghoma,Paris Maghoma,61,800000,CAM,England,21,AFC Wimbledon,2020
Lee Ji Sol,Ji Sol Lee,61,700000,CB,Korea Republic,22,Jeju United FC,2022
V. Conelli,Vicente Conelli,61,775000,ST,Chile,19,Unión Española,2019
J. Noguera,Junior Noguera,61,850000,LM,Paraguay,20,Club Cerro Porteño,2020
V. Adamo,Valentín Adamo,61,800000,ST,Uruguay,20,Club Atlético River Plate,2020
Nacho Castillo,Ignacio Castillo Ameyugo,61,725000,CAM,Spain,21,CD Mirandés,2022
J. Flores,Jordan Flores,61,375000,CAM,England,26,Bohemian FC,2022
T. Segovia,Telasco Segovia,61,775000,RM,Venezuela,19,U.C. Sampdoria,2020
E. Andersson,Erik Andersson,61,475000,CM,Sweden,25,GIF Sundsvall,2021
M. Damar,Muhammed Damar,61,825000,CAM,Germany,18,TSG Hoffenheim,2022
Jang Yun Ho,Yun Ho Jang,61,400000,CM,Korea Republic,25,Jeonbuk Hyundai Motors,2015
S. Nigro,Stefan Nigro,61,375000,RWB,Australia,25,Melbourne Victory,2021
D. Youfeigane,Dominique Youfeigane,61,650000,GK,France,22,En Avant de Guingamp,2018
S. Shamal,Steve Shamal,61,375000,RW,France,26,FC Annecy,2022
N. Tsaroulla,Nick Tsaroulla,61,475000,LWB,Cyprus,23,Crawley Town,2020
